tweet_id,source,text,rating_numerator,rating_denominator,name,likes,retweets,year,month,day,p1,p2,p3,stage
887705289381826560,Twitter for Iphone,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,13,10,Jeffrey,26646,4538,2017,July,Wednesday,basset,redbone,Weimaraner,
887473957103951883,Twitter for Iphone,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,13,10,Canela,60233,15037,2017,July,Wednesday,Pembroke,Rhodesian_ridgeback,beagle,
887343217045368832,Twitter for Iphone,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,13,10,None,29609,8816,2017,July,Tuesday,Mexican_hairless,sea_lion,Weimaraner,
887101392804085760,Twitter for Iphone,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,12,10,None,27003,4994,2017,July,Tuesday,Samoyed,Eskimo_dog,Staffordshire_bullterrier,
886983233522544640,Twitter for Iphone,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,13,10,Maya,30410,6323,2017,July,Monday,Chihuahua,toy_terrier,can_opener,
886736880519319552,Twitter for Iphone,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",13,10,Mingus,10505,2633,2017,July,Sunday,kuvasz,Great_Pyrenees,Dandie_Dinmont,
886366144734445568,Twitter for Iphone,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,12,10,Roscoe,18563,2631,2017,July,Saturday,French_bulldog,Chihuahua,Boston_bull,pupper
885984800019947520,Twitter for Iphone,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,12,10,Jimbo,28633,5618,2017,July,Friday,Blenheim_spaniel,Shih-Tzu,Bernese_mountain_dog,
885528943205470208,Twitter for Iphone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,13,10,Maisey,31618,5332,2017,July,Thursday,pug,Labrador_retriever,kuvasz,
885167619883638784,Twitter for Iphone,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,13,10,None,19272,3671,2017,July,Wednesday,malamute,Siberian_husky,Eskimo_dog,
884925521741709313,Twitter for Iphone,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",12,10,Earl,67343,15038,2017,July,Wednesday,Italian_greyhound,American_Staffordshire_terrier,Staffordshire_bullterrier,
884876753390489601,Twitter for Iphone,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,13,10,Lola,24399,4676,2017,July,Tuesday,chow,Norwich_terrier,Norfolk_terrier,
884562892145688576,Twitter for Iphone,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,13,10,Kevin,21338,3916,2017,July,Tuesday,pug,French_bulldog,Brabancon_griffon,
884441805382717440,Twitter for Iphone,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",14,10,None,23879,4792,2017,July,Monday,Pembroke,Cardigan,Chihuahua,
884162670584377345,Twitter for Iphone,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,12,10,Yogi,17954,2507,2017,July,Sunday,German_shepherd,malinois,Norwegian_elkhound,doggo
883838122936631299,Twitter for Iphone,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,12,10,Noah,19193,2865,2017,July,Sunday,Doberman,miniature_pinscher,kelpie,
883360690899218434,Twitter for Iphone,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,13,10,Grizzwald,19963,3084,2017,July,Friday,chow,Tibetan_mastiff,Newfoundland,floofer
883117836046086144,Twitter for Iphone,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",13,10,None,32533,5540,2017,July,Friday,golden_retriever,Labrador_retriever,kuvasz,
882992080364220416,Twitter for Iphone,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,13,10,Rusty,21001,3248,2017,July,Thursday,Eskimo_dog,Siberian_husky,dingo,
882762694511734784,Twitter for Iphone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,12,10,Gus,24818,4100,2017,July,Thursday,Labrador_retriever,Chesapeake_Bay_retriever,flat-coated_retriever,pupper
882627270321602560,Twitter for Iphone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,13,10,Stanley,24616,5067,2017,July,Wednesday,Pembroke,Chihuahua,Cardigan,
882268110199369728,Twitter for Iphone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,13,10,Alfy,39223,9642,2017,July,Tuesday,golden_retriever,Labrador_retriever,cocker_spaniel,
882045870035918850,Twitter for Iphone,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",13,10,Koko,25749,4083,2017,July,Tuesday,web_site,dhole,golden_retriever,
881906580714921986,Twitter for Iphone,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,12,10,Rey,21455,2856,2017,July,Monday,Weimaraner,Chesapeake_Bay_retriever,koala,
881666595344535552,Twitter for Iphone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,13,10,Gary,44588,8966,2017,July,Monday,Saluki,Afghan_hound,golden_retriever,
880872448815771648,Twitter for Iphone,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,12,10,None,18721,3202,2017,June,Friday,Pembroke,Norwich_terrier,Chihuahua,
880465832366813184,Twitter for Iphone,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,12,10,Bella,25042,5219,2017,June,Thursday,golden_retriever,Labrador_retriever,cocker_spaniel,
880221127280381952,Twitter for Iphone,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,12,10,Jesse,23684,3468,2017,June,Thursday,Chihuahua,meerkat,clumber,
880095782870896641,Twitter for Iphone,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,11,10,None,24355,3655,2017,June,Wednesday,miniature_pinscher,Rhodesian_ridgeback,beagle,
879862464715927552,Twitter for Iphone,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,13,10,Romeo,19724,2930,2017,June,Wednesday,basset,beagle,cocker_spaniel,
879415818425184262,Twitter for Iphone,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,13,10,Duddles,92938,37473,2017,June,Monday,English_springer,Boston_bull,Cardigan,
879376492567855104,Twitter for Iphone,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,12,10,Jack,14870,2651,2017,June,Monday,tricycle,Labrador_retriever,Pembroke,
879008229531029506,Twitter for Iphone,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,13,10,Beau,16795,2244,2017,June,Sunday,vizsla,miniature_pinscher,American_Staffordshire_terrier,
878776093423087618,Twitter for Iphone,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,13,10,Snoopy,17145,3437,2017,June,Sunday,Italian_greyhound,whippet,Ibizan_hound,puppo
878281511006478336,Twitter for Iphone,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",13,10,Shadow,6784,1078,2017,June,Friday,basset,collie,Appenzeller,
878057613040115712,Twitter for Iphone,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,14,10,Emmy,37170,5746,2017,June,Friday,French_bulldog,Boston_bull,toy_terrier,
877736472329191424,Twitter for Iphone,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,13,10,Aja,69366,15822,2017,June,Thursday,Chesapeake_Bay_retriever,Labrador_retriever,Weimaraner,
877316821321428993,Twitter for Iphone,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",13,10,Dante,24170,4349,2017,June,Wednesday,Saluki,Italian_greyhound,golden_retriever,
877201837425926144,Twitter for Iphone,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,12,10,Nelly,23885,4632,2017,June,Tuesday,Pembroke,Cardigan,basenji,
876838120628539392,Twitter for Iphone,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,12,10,Ginger,18233,2806,2017,June,Monday,bloodhound,redbone,Tibetan_mastiff,pupper
876484053909872640,Twitter for Iphone,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,13,10,Benedict,16577,2003,2017,June,Sunday,golden_retriever,Irish_terrier,chow,
876120275196170240,Twitter for Iphone,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",13,10,Venti,24703,3906,2017,June,Saturday,Bernese_mountain_dog,Saint_Bernard,Greater_Swiss_Mountain_dog,
875747767867523072,Twitter for Iphone,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",13,10,Goose,22128,3585,2017,June,Friday,Labrador_retriever,Chesapeake_Bay_retriever,vizsla,
875021211251597312,Twitter for Iphone,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,12,10,None,22570,3975,2017,June,Wednesday,West_Highland_white_terrier,Siberian_husky,Great_Pyrenees,
874680097055178752,Twitter for Iphone,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,12,10,Cash,24623,3920,2017,June,Tuesday,Labrador_retriever,Staffordshire_bullterrier,beagle,
874296783580663808,Twitter for Iphone,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,13,10,Jed,22986,3484,2017,June,Monday,cocker_spaniel,miniature_poodle,toy_poodle,pupper
874057562936811520,Twitter for Iphone,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 https://t.co/pwY9PQhtP2",12,10,None,20132,3379,2017,June,Monday,flat-coated_retriever,black-and-tan_coonhound,Newfoundland,
874012996292530176,Twitter for Iphone,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V",13,10,Sebastian,30147,8599,2017,June,Sunday,Cardigan,Pembroke,kelpie,puppo
873580283840344065,Twitter for Iphone,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly https://t.co/mNuMH9400n",13,10,None,21398,3344,2017,June,Saturday,Newfoundland,Tibetan_mastiff,chow,
873213775632977920,Twitter for Iphone,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ",12,10,Sierra,6325,1332,2017,June,Friday,vizsla,bloodhound,Chesapeake_Bay_retriever,pupper
872967104147763200,Twitter for Iphone,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo https://t.co/EMYIdoblMR,12,10,None,24099,4565,2017,June,Friday,Labrador_retriever,Chesapeake_Bay_retriever,German_short-haired_pointer,doggo
872820683541237760,Twitter for Iphone,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 https://t.co/17FVMl4VZ5",13,10,None,13083,3168,2017,June,Thursday,pug,French_bulldog,bull_mastiff,
872620804844003328,Twitter for Iphone,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... https://t.co/lUcpnZDPz9,13,10,Monkey,18317,3068,2017,June,Thursday,cocker_spaniel,Sussex_spaniel,standard_poodle,
872486979161796608,Twitter for Iphone,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10 https://t.co/BZHiKx3FpQ,12,10,None,36125,7723,2017,June,Wednesday,Pembroke,Cardigan,Chihuahua,
872122724285648897,Twitter for Iphone,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12/10 would happily get dunked on https://t.co/PKSpmiefwN,12,10,Kody,30252,6835,2017,June,Tuesday,basketball,pug,dalmatian,
871879754684805121,Twitter for Iphone,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10 https://t.co/uK6PNyeh9w,13,10,Lassie,33132,9255,2017,June,Tuesday,Shetland_sheepdog,collie,Pomeranian,
871762521631449091,Twitter for Iphone,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10 https://t.co/AiVljI6QCg,12,10,Rover,17904,2972,2017,June,Monday,Labrador_retriever,golden_retriever,bloodhound,pupper
871032628920680449,Twitter for Iphone,"This is Boomer. He's doing an advanced water takeoff. The opposite of Sully. Ears for control, mlem for style. 13/10 simply breathtaking https://t.co/noNpY2Laoo",13,10,Boomer,20175,3228,2017,June,Saturday,kelpie,macaque,dingo,
870656317836468226,Twitter for Iphone,"This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13/10

Help Cody here: https://t.co/4hxnDOt1CV https://t.co/42ryYRQ2Q4",13,10,Cody,10901,2211,2017,June,Friday,Pembroke,Cardigan,beagle,
870374049280663552,Twitter for Iphone,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. 13/10 https://t.co/T1xlgaPujm,13,10,Zoey,73982,22764,2017,June,Thursday,golden_retriever,Great_Pyrenees,Labrador_retriever,
870308999962521604,Twitter for Iphone,"This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket. 13/10 would attempt a boop without waking https://t.co/MVQCzrF1g9",13,10,Rumble,19497,3551,2017,June,Thursday,Greater_Swiss_Mountain_dog,Appenzeller,EntleBucher,
869772420881756160,Twitter for Iphone,"This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. 13/10 would snug softly https://t.co/HciEaJkC4D",13,10,Dewey,38054,8702,2017,May,Wednesday,Pembroke,Cardigan,malamute,
869702957897576449,Twitter for Iphone,Meet Stanley. He likes road trips. Will shift for you. One ear more effective than other. 13/10 we don't leave until you buckle pup Stanley https://t.co/vmCu3PFCQq,13,10,Stanley,25085,5388,2017,May,Tuesday,Pembroke,Cardigan,Chihuahua,
869596645499047938,Twitter for Iphone,This is Scout. He just graduated. Officially a doggo now. Have fun with taxes and losing sight of your ambitions. 12/10 would throw cap for https://t.co/DsA2hwXAJo,12,10,Scout,14226,2640,2017,May,Tuesday,Chihuahua,toy_terrier,muzzle,doggo
869227993411051520,Twitter for Iphone,This is Gizmo. His favorite thing is standing pupright like a hooman. Sneaky tongue slip status achieved. 13/10 would boop well https://t.co/IoR3n1fiiQ,13,10,Gizmo,18152,3201,2017,May,Monday,Pembroke,Chihuahua,Cardigan,
868880397819494401,Twitter for Iphone,This is Walter. He won't start hydrotherapy without his favorite floatie. 14/10 keep it pup Walter https://t.co/r28jFx9uyF,14,10,Walter,58040,12268,2017,May,Sunday,laptop,French_bulldog,printer,
868622495443632128,Twitter for Iphone,Here's a h*ckin peaceful boy. Unbothered by the comings and goings. 13/10 please reveal your wise ways https://t.co/yeaH8Ej5eM,13,10,None,23658,4477,2017,May,Sunday,Labrador_retriever,Great_Pyrenees,Saint_Bernard,
868552278524837888,Twitter for Iphone,"Say hello to Cooper. His expression is the same wet or dry. Absolute 12/10 but Coop desperately requests your help

https://t.co/ZMTE4Mr69f https://t.co/7RyeXTYLNi",12,10,Cooper,8974,1754,2017,May,Saturday,whippet,Italian_greyhound,American_Staffordshire_terrier,
867900495410671616,Twitter for Iphone,"Unbelievable. We only rate dogs. Please don't send in non-canines like the ""I"" from Pixar's opening credits. Thank you... 12/10 https://t.co/JMhDNv5wXZ",12,10,None,21623,3576,2017,May,Friday,Labrador_retriever,kuvasz,dalmatian,
867774946302451713,Twitter for Iphone,Meet Harold.  He's h*ckin cooperative. 13/10 good work Harold https://t.co/ZYg3NZGICa,13,10,Harold,30297,6258,2017,May,Thursday,Border_collie,Cardigan,collie,
867421006826221569,Twitter for Iphone,This is Shikha. She just watched you drop a skittle on the ground and still eat it. Could not be less impressed. 12/10 superior puppo https://t.co/XZlZKd73go,12,10,Shikha,14361,2118,2017,May,Wednesday,Eskimo_dog,Siberian_husky,malamute,puppo
867051520902168576,Twitter for Iphone,"Oh my this spooked me up. We only rate dogs, not happy ghosts. Please send dogs only. It's a very simple premise. Thank you... 13/10 https://t.co/M5Rz0R8SIQ",13,10,None,28733,6792,2017,May,Tuesday,Samoyed,Pekinese,Pomeranian,
866686824827068416,Twitter for Iphone,This is Lili. She can't believe you betrayed her with bath time. Never looking you in the eye again. 12/10 would puppologize profusely https://t.co/9b9J46E86Z,12,10,Lili,17144,2973,2017,May,Monday,flat-coated_retriever,groenendael,curly-coated_retriever,
866450705531457537,Twitter for Iphone,"This is Jamesy. He gives a kiss to every other pupper he sees on his walk. 13/10 such passion, much tender https://t.co/wk7TfysWHr",13,10,Jamesy,108984,30234,2017,May,Monday,French_bulldog,Boston_bull,pug,pupper
866334964761202691,Twitter for Iphone,This is Coco. At first I thought she was a cloud but clouds don't bork with such passion. 12/10 would hug softly https://t.co/W86h5dgR6c,12,10,Coco,46665,12221,2017,May,Sunday,Samoyed,Pomeranian,keeshond,
865718153858494464,Twitter for Iphone,"Meet Boomer. He's just checking pup on you. Hopes you had a good day. If not, he hopes he made it better. 13/10 extremely good boy https://t.co/pozUoHLkGg",13,10,Boomer,22954,4855,2017,May,Friday,golden_retriever,kuvasz,Labrador_retriever,
865359393868664832,Twitter for Iphone,This is Sammy. Her tongue ejects without warning sometimes. It's a serious condition. Needs a hefty dose from a BlepiPen. 13/10 https://t.co/g20EmqK7vc,13,10,Sammy,23631,4295,2017,May,Friday,Chesapeake_Bay_retriever,Labrador_retriever,Weimaraner,
865006731092295680,Twitter for Iphone,This is Nelly. He really hopes you like his Hawaiian shirt. He already tore the tags off. 13/10 h*ck of a puppurchase https://t.co/LbkG5CiM7o,13,10,Nelly,25061,6681,2017,May,Thursday,Pembroke,Cardigan,basenji,
864279568663928832,Twitter for Iphone,This is Meatball. He doing what's known in the industry as a mid-strut mlem. H*ckin fancy boy. 12/10 I'd do anything for Meatball https://t.co/S2HdmFFPck,12,10,Meatball,13083,2585,2017,May,Tuesday,bull_mastiff,French_bulldog,Staffordshire_bullterrier,
864197398364647424,Twitter for Iphone,This is Paisley. She ate a flower just to prove she could. Savage af. 13/10 would pet so well https://t.co/cPq9fYvkzr,13,10,Paisley,26664,7596,2017,May,Monday,golden_retriever,Labrador_retriever,Tibetan_mastiff,
863907417377173506,Twitter for Iphone,This is Albus. He's quite impressive at hide and seek. Knows he's been found this time. 13/10 usually elusive as h*ck https://t.co/ht47njyZ64,13,10,Albus,18462,3594,2017,May,Monday,marmot,meerkat,weasel,
863553081350529029,Twitter for Iphone,This is Neptune. He's a backpup vocalist for the Dixie Chicks. 13/10 (vid by @AmiWinehouse) https://t.co/tordvmaaop,13,10,Neptune,13693,3638,2017,May,Sunday,Eskimo_dog,malamute,Siberian_husky,
863432100342583297,Twitter for Iphone,This is Belle. She's never been more pupset. Encountered the worst imaginable type of zone. 12/10 would do anything to cheer pup https://t.co/fGQUzR8w3H,12,10,Belle,21332,4562,2017,May,Saturday,Staffordshire_bullterrier,French_bulldog,beagle,
863062471531167744,Twitter for Iphone,"Say hello to Quinn. She's quite the goofball. Not even a year old. Confirmed 13/10 but she really needs your help 

https://t.co/MOBkQnyHib https://t.co/EsOB4rLEKt",13,10,Quinn,7535,2092,2017,May,Friday,French_bulldog,pug,boxer,
862831371563274240,Twitter for Iphone,"This is Zooey. She's the world's biggest fan of illiterate delivery people. 13/10 not your fault they don't listen, Zooey https://t.co/ixOFQ1tfqE",13,10,Zooey,17230,4461,2017,May,Friday,Australian_terrier,Irish_terrier,German_shepherd,
862722525377298433,Twitter for Iphone,"This is Dave. He passed the h*ck out. It's barely the afternoon on a Thursday, Dave. Get it together. Still 11/10 would boop mid-snooze https://t.co/Eme9Uar6v2",11,10,Dave,15352,3092,2017,May,Thursday,basset,beagle,boxer,
862096992088072192,Twitter for Iphone,We only rate dogs. Please don't send perfectly toasted marshmallows attempting to drive. Thank you... 13/10 https://t.co/nvZyyrp0kd,13,10,None,66373,20023,2017,May,Wednesday,chow,Pomeranian,Pekinese,
861383897657036800,Twitter for Iphone,This is Hobbes. He's never seen bubbles before. 13/10 deep breaths buddy https://t.co/QFRlbZw4Z1,13,10,Hobbes,32322,9279,2017,May,Monday,Cardigan,Pembroke,French_bulldog,
861288531465048066,Twitter for Iphone,HI. MY. NAME. IS. BOOMER. AND. I. WANT. TO. SAY. IT'S. H*CKIN. RIDICULOUS. THAT. DOGS. CAN'T VOTE. ABSOLUTE. CODSWALLUP. THANK. YOU. 13/10 https://t.co/SqKJPwbQ2g,13,10,None,15363,3596,2017,May,Sunday,syringe,oxygen_mask,Bouvier_des_Flandres,
